name,name_original,amenity,shop,tourism,@lat,@lon
Delhi Kebab House,Delhi Kebab House,restaurant,,,24.927555,67.0897289
Pakistan State Oil,پاکستان اسٹیٹ آئل,fuel,,,24.9280595,67.0888152
HBL Pakistan,ایچ بی ایل پاکستان,bank,,,24.9212938,67.0898259
Nando's,Nando's,fast_food,,,24.939827,67.0444085
Mr. Burger,Mr. Burger,fast_food,,,24.8084837,67.0683664
Taimuria Library,Taimuria Library,library,,,24.9428584,67.0486103
Askari Bank,عسکری بینک,bank,,,24.9443297,67.0484596
Dr Essa Laboratory & Diagnostic Centre,Dr Essa Laboratory & Diagnostic Centre,clinic,,,24.941071,67.0494215
Broadway Pizza,Broadway Pizza,restaurant,,,24.9412449,67.0490889
MediComplex Hospital,MediComplex Hospital,hospital,,,24.9416803,67.0492284
Silkbank,Silkbank,bank,,,24.941842,67.0489521
Masjid Al Aziz,Masjid Al Aziz,place_of_worship,,,24.9425969,67.0487584
Karachi Public School,Karachi Public School,school,,,24.9432319,67.0492525
Perl Banquet,Perl Banquet,community_centre,,,24.944111,67.0493725
Al Massad Banquet,Al Massad Banquet,community_centre,,,24.9445244,67.049732
The City School,The City School,school,,,24.9451645,67.049162
Remedial Center - Hospital & Nursing Home,Remedial Center - Hospital & Nursing Home,hospital,,,24.9457973,67.0496945
North Marriage Banquet,North Marriage Banquet,community_centre,,,24.9467488,67.0506028
Bank Al Habib,بينک الحبيب,bank,,,24.9470097,67.0508629
Sky View Banquet,Sky View Banquet,community_centre,,,24.9454255,67.0505501
Kangan Banquet,Kangan Banquet,community_centre,,,24.9456674,67.05077
Casamento Banquet,Casamento Banquet,community_centre,,,24.9449974,67.0501933
Caspia Banquet,Caspia Banquet,community_centre,,,24.9447531,67.0499198
Child Development Center Campus 2,Child Development Center Campus 2,school,,,24.9455082,67.0516069
Alvi's Skin and Laser Complex (Dr Khurshid H Alvi),Alvi's Skin and Laser Complex (Dr Khurshid H Alvi),hospital,,,24.9464177,67.0531585
Madras Bakery,Madras Bakery,,bakery,,24.9465795,67.0533262
Khas Meat,Khas Meat,,butcher,,24.9462231,67.0535461
Chai Club,Chai Club,cafe,,,24.9409081,67.0496965
Cool Inn Ice Cream,Cool Inn Ice Cream,ice_cream,,,24.9403668,67.050373
Char Coal,Char Coal,restaurant,,,24.9401334,67.0507324
Amul Ice Cream,Amul Ice Cream,ice_cream,,,24.939895,67.0510596
Agha Juice,Agha Juice,,juice,,24.9398871,67.0516346
Crown Bakery,Crown Bakery,,bakery,,24.9400117,67.0514499
Baba Rabri,Baba Rabri,restaurant,,,24.9399681,67.0515169
Burshum,Burshum,restaurant,,,24.9399011,67.0516002
Quetta Bismillah Restaurant,Quetta Bismillah Restaurant,restaurant,,,24.9399296,67.0515753
Walk n Roll Fast Food,Walk n Roll Fast Food,fast_food,,,24.9398519,67.0516819
Donisil Snacks,Donisil Snacks,fast_food,,,24.9397728,67.0511837
Rock N Roll Bar B Q,Rock N Roll Bar B Q,fast_food,,,24.9396895,67.051289
Agha Rajab Juice,Agha Rajab Juice,,juice,,24.9395047,67.0514781
Bank Alfalah,بینک الفلاح,bank,,,24.9394378,67.0516558
Bank Al Habib,بينک الحبيب,bank,,,24.9397284,67.0518509
Donar King,Donar King,restaurant,,,24.9393503,67.0517611
K&N,K&N,,Chicken,,24.9393166,67.0517838
Sweet Sensation,Sweet Sensation,,bakery,,24.9392826,67.0518335
Karachi Haleem,Karachi Haleem,restaurant,,,24.9392437,67.0518912
Hobnob,Hobnob,,bakery,,24.9391975,67.0519166
Quetta Bismillah Hotel,Quetta Bismillah Hotel,,tea,,24.9393531,67.0523565
Life Ken Medicos,Life Ken Medicos,pharmacy,,,24.9394893,67.0523551
Allied Bank Limited,الائیڈ بینک لمیٹڈ,bank,,,24.9388613,67.0530379
Qadri BBQ & Roll,Qadri BBQ & Roll,restaurant,,,24.939206,67.0525658
Al Shifa Medical Store,Al Shifa Medical Store,pharmacy,,,24.9392437,67.0524932
HBL Pakistan,ایچ بی ایل پاکستان,bank,,,24.9391598,67.0526328
Spicy Tonight,Spicy Tonight,restaurant,,,24.938934,67.0523163
Faysal bank,Faysal bank,bank,,,24.9207525,67.0866485
Mr chef,Mr chef,restaurant,,,24.920849,67.0867779
Pizza point,Pizza point,restaurant,,,24.9210738,67.0870964
statenaoiry shop,statenaoiry shop,,gift,,24.9205393,67.0867805
Manis motors,Manis motors,,toys,,24.9206634,67.086927
Time collegiate campus 2,Time collegiate campus 2,college,,,24.9199404,67.0855242
S m public bschool,S m public bschool,college,,,24.9189681,67.0849428
Bank lslami gulshan,Bank lslami gulshan,bank,,,24.9189996,67.0842069
Meezan bank ltd,Meezan bank ltd,bank,,,24.9347543,67.1051493
Papa pizzario,Papa pizzario,restaurant,,,24.9346592,67.105357
Bovichic,Bovichic,restaurant,,,24.9344933,67.105447
Bank Al Habib Limited,Bank Al Habib Limited,bank,,,24.9347309,67.1051053
Blue Ribbon Bakery,Blue Ribbon Bakery,restaurant,,,24.9346337,67.1049924
Bismillah Biryani,Bismillah Biryani,restaurant,,,24.9346112,67.1049513
Rock & Roll,Rock & Roll,restaurant,,,24.9345572,67.1048866
MashaAllah Karachi,MashaAllah Karachi,restaurant,,,24.9345019,67.104831
Agha Haiber Juice,Agha Haiber Juice,restaurant,,,24.9344221,67.1047222
Biryani Puls,Biryani Puls,restaurant,,,24.9347134,67.1045394
Manpasand,Manpasand,restaurant,,,24.9349555,67.1048419
Quetta Kaker Hotel And LceDepot,Quetta Kaker Hotel And LceDepot,cafe,,,24.9347166,67.1044753
Mah Health & Beauty Parlor,Mah Health & Beauty Parlor,,beauty,,24.9378934,67.0536924
Winsor Public School,Winsor Public School,school,,,24.9362975,67.0550074
D Lounge,D Lounge,cafe,,,24.9374906,67.054138
DFC,DFC,cafe,,,24.9371197,67.053784
Chicago Burger Factroy,Chicago Burger Factroy,fast_food,,,24.937369,67.0541421
Quetta MashALLAH Restaurant,Quetta MashALLAH Restaurant,restaurant,,,24.9376779,67.053965
Apple Banquet,Apple Banquet,community_centre,,,24.9347693,67.0537792
New Karachi Foods,New Karachi Foods,restaurant,,,24.9321031,67.0519158
Munawar Hospital,Munawar Hospital,hospital,,,24.9318047,67.0517254
Hamza Nagori Milk Shop,Hamza Nagori Milk Shop,,dairy,,24.9351124,67.0452807
Amber Store,Amber Store,,supermarket,,24.9343892,67.1041064
Cello,Cello,,art,,24.9342924,67.1039734
Nadeem Pakwan,Nadeem Pakwan,restaurant,,,24.9341453,67.1037793
Al Jannat Zaiqa,Al Jannat Zaiqa,restaurant,,,24.933628,67.103588
Al Farid Biryani Center,Al Farid Biryani Center,restaurant,,,24.9341136,67.1036698
Ahmed AttariMedical Store,Ahmed AttariMedical Store,clinic,,,24.9326307,67.0945634
Sailani Medical & Super Store,Sailani Medical & Super Store,clinic,,,24.9324404,67.0942556
Ldeal Bakery,Ldeal Bakery,restaurant,,,24.9327242,67.0946963
Quetta Hotel,Quetta Hotel,cafe,,,24.9330715,67.0941962
Al Makkah Super Store,Al Makkah Super Store,,supermarket,,24.9333807,67.0954902
Madina Masjid,Madina Masjid,place_of_worship,,,24.9338053,67.0928984
Adamjee Convention High School,Adamjee Convention High School,school,,,24.9333461,67.0940625
Ghousia Masjid,Ghousia Masjid,place_of_worship,,,24.9349284,67.092482
Hopes Medical Store At Cardio,Hopes Medical Store At Cardio,hospital,,,24.9339756,67.0801691
Kkf  Medical Store,Kkf  Medical Store,hospital,,,24.93391,67.0802118
Agha Khan Diagnostic Center,Agha Khan Diagnostic Center,hospital,,,24.9384972,67.0337553
Ilyas Biryani,Ilyas Biryani,restaurant,,,24.9371966,67.0332363
Habib Restaurant,Habib Restaurant,restaurant,,,24.9371918,67.0336091
Chicken Corn Soup,Chicken Corn Soup,restaurant,,,24.9370994,67.033483
Rahmaniya,Rahmaniya,place_of_worship,,,24.9360024,67.0334267
Mumtaz Hospital,Mumtaz Hospital,hospital,,,24.9495187,67.0529808
Hasrat Mohani Libary,Hasrat Mohani Libary,library,,,24.936123,67.0307233
Bilal Masjid,مسجد بلال,place_of_worship,,,24.9360136,67.0294841
SKB School,SKB School,school,,,24.9352985,67.0278882
Taj Bakery,Taj Bakery,,bakery,,24.9342412,67.0284408
HBL Pakistan,ایچ بی ایل پاکستان,bank,,,24.9332064,67.0267456
Government Girls Degree College,Government Girls Degree College,college,,,24.9429028,67.0274805
Nizari Jamat Khana,Nizari Jamat Khana,place_of_worship,,,24.9392507,67.0342669
Bilal Masjid,مسجد بلال,place_of_worship,,,24.9384001,67.0382119
Ashraf,Ashraf,place_of_worship,,,24.9407372,67.0373783
Technical Training College,Technical Training College,college,,,24.9394147,67.0393953
Cafe Shah Jee Tea Specialist,Cafe Shah Jee Tea Specialist,restaurant,,,24.8918354,67.0534917
Mulla Nahari Resturant,Mulla Nahari Resturant,restaurant,,,24.8917722,67.0536419
Hafiz Sweet Bakery,Hafiz Sweet Bakery,,bakery,,24.8919632,67.0538039
Pak Juice Roll & Fastfood Corner,Pak Juice Roll & Fastfood Corner,restaurant,,,24.8921829,67.0537995
Nib Bank,Nib Bank,bank,,,24.8923851,67.0539386
Marhada Bakery,Marhada Bakery,,bakery,,24.8924529,67.054011
HBL Pakistan,ایچ بی ایل پاکستان,bank,,,24.8924211,67.0541207
UBL Pib Branch,UBL Pib Branch,bank,,,24.8925926,67.054123
J S mini,J S mini,,convenience,,24.8925545,67.0542257
Karachi Kitchen,Karachi Kitchen,restaurant,,,24.8923258,67.0540413
Meezan Bank,میزان بینک,bank,,,24.8927493,67.0543868
Bank Al Habib,بينک الحبيب,bank,,,24.8931093,67.0545129
Fine Bakery,Fine Bakery,,bakery,,24.8932334,67.0548042
Star Book Store,Star Book Store,,books,,24.8931339,67.0546884
Fancy Book Store,Fancy Book Store,,books,,24.893379,67.0549423
Faizan E Attar Masjid,Faizan E Attar Masjid,place_of_worship,,,24.8951563,67.0566732
Meena Bazaar,Meena Bazaar,marketplace,,,24.895261,67.0564086
Muhammadi Masjid,Muhammadi Masjid,place_of_worship,,,24.896357,67.054167
Ahmed Raza Masjid,Ahmed Raza Masjid,place_of_worship,,,24.8966113,67.053181
Rex Banquet,Rex Banquet,community_centre,,,24.9396359,67.0442484
Florence Medical Centre,Florence Medical Centre,clinic,,,24.9419766,67.0481255
Pizza Max,Pizza Max,restaurant,,,24.9399271,67.0510112
St. George School,St. George School,school,,,24.9424338,67.0514755
Aamir Palace,Aamir Palace,community_centre,,,24.9438291,67.0479641
Grand Banquet,Grand Banquet,community_centre,,,24.9439968,67.048116
The Beginners School,The Beginners School,school,,,24.9448016,67.0449882
National Girls Govt. School,National Girls Govt. School,school,,,24.9420182,67.043547
Arsha e Syed Banquet,Arsha e Syed Banquet,community_centre,,,24.9443262,67.0495492
Elegant Banquet,Elegant Banquet,community_centre,,,24.9445353,67.0486943
Galaxy Green Banquet,Galaxy Green Banquet,community_centre,,,24.9459391,67.0498783
Saffron Banquet,Saffron Banquet,community_centre,,,24.9461255,67.0500527
Baba Habbash Banquet,Baba Habbash Banquet,community_centre,,,24.9460781,67.051105
New Hyderi Market,New Hyderi Market,marketplace,,,24.94792,67.0531326
Emerald Banquet,Emerald Banquet,community_centre,,,24.9496404,67.0543077
Badri High School,Badri High School,school,,,24.9356594,67.0358662
Ibrahim Ali Bhai Govt School,Ibrahim Ali Bhai Govt School,school,,,24.9460551,67.0467576
Govt Comprehensive Grils Secondary School,Govt Comprehensive Grils Secondary School,school,,,24.9451202,67.058481
Madni Masjid,Madni Masjid,place_of_worship,,,24.9495027,67.0601119
Jama Masjid Rehmat e Alam,Jama Masjid Rehmat e Alam,place_of_worship,,,24.9383693,67.0571935
Government School,Government School,school,,,24.9380434,67.0571656
Iqbal Market,Iqbal Market,marketplace,,,24.9350091,67.0436442
Smart Super Store,Smart Super Store,,convenience,,24.9374712,67.0543467
Chop Soy,Chop Soy,restaurant,,,24.9387924,67.0525747
Usman,Usman,place_of_worship,,,24.9359295,67.0541057
Rafah e Aam Medical Centre,Rafah e Aam Medical Centre,hospital,,,24.9381866,67.0662705
Imam Shah Ahmed Noori,Imam Shah Ahmed Noori,place_of_worship,,,24.9376776,67.0655593
Optical Corner,Optical Corner,,optician,,24.9379302,67.0536523
MCB Bank,ایم سی بی بینک,bank,,,24.9393938,67.0517088
Master Cakes,Master Cakes,,bakery,,24.9389813,67.0522623
Pizza Point,Pizza Point,restaurant,,,24.9390893,67.0521472
Family Mart,Family Mart,,convenience,,24.9402318,67.0505945
Bank Al Habb,Bank Al Habb,bank,,,24.8113123,67.0182986
Clifton Medico,Clifton Medico,pharmacy,,,24.8113784,67.0181121
Medicine Brand Pharmacy,Medicine Brand Pharmacy,pharmacy,,,24.8114363,67.0180494
Ali Clinic,Ali Clinic,clinic,,,24.8116334,67.0176635
Drug Mart Pharmacy UK,Drug Mart Pharmacy UK,pharmacy,,,24.8115723,67.0176978
Shades z,Shades z,,beauty,,24.8110717,67.0170602
Shell Car service,Shell Car service,car_wash,,,24.8157504,67.0188409
Port Grand Mosque,Port Grand Mosque,place_of_worship,,,24.8458806,66.9927417
Arafat Hotel,Arafat Hotel,,,hotel,24.8589057,67.0246733
Khalid Sweets n Bakers,Khalid Sweets n Bakers,,bakery,,24.883146,67.0659996
Village Inn,Village Inn,restaurant,,,24.9099485,67.0106047
FBL Offsite ATM,FBL Offsite ATM,bank,,,24.9198665,67.0169429
Sindh Social Scurity Hospital,Sindh Social Scurity Hospital,hospital,,,24.926006,67.0152528
Euro Classic,Euro Classic,,,apartment,24.9347802,67.0410466
Kulsum Bai Valika Hospital,Kulsum Bai Valika Hospital,hospital,,,24.9272234,67.0155671
Bilal Masjid,مسجد بلال,place_of_worship,,,24.9301054,67.0208756
Paposh Qabristan,Paposh Qabristan,grave_yard,,,24.9263518,67.0227357
State Bank of Pakistan,State Bank of Pakistan,bank,,,24.9299722,67.0253428
Nazimabad Eid Gah Ground,Nazimabad Eid Gah Ground,place_of_worship,,,24.9116234,67.0298084
Dalmia Police Chowki,Dalmia Police Chowki,police,,,24.9042129,67.1023358
Kashif Iqbal Thalassemia Care Center,Kashif Iqbal Thalassemia Care Center,hospital,,,24.9006702,67.1059825
Peer Bazar,Peer Bazar,marketplace,,,24.9017489,67.1059366
Muhammadi Masjid,Muhammadi Masjid,place_of_worship,,,24.9026634,67.1078701
Ideal Foods,Ideal Foods,fast_food,,,24.9027441,67.1069575
Good Eat Fast Foods,Good Eat Fast Foods,fast_food,,,24.9102671,67.1063432
Broadway Pizza,Broadway Pizza,fast_food,,,24.91008,67.1065959
Food Factory Tabaq,Food Factory Tabaq,,confectionery,,24.9095361,67.106059
Raees Pappu Work Shop,Raees Pappu Work Shop,,car_repair,,24.909752,67.1065658
Ali Clinic,Ali Clinic,clinic,,,24.9094543,67.106765
Argenta Leather,Argenta Leather,,leather,,24.9094241,67.1073779
Catch Interior,Catch Interior,,interior_decoration,,24.9095093,67.107259
UR Suzuki,UR Suzuki,,motorcycle,,24.9096532,67.1070626
Madni Sheermal,Madni Sheermal,food_court,,,24.9090381,67.1078737
Muhammadi Bakers,Muhammadi Bakers,,bakery,,24.908556,67.107143
Madina General Store,Madina General Store,,convenience,,24.9088346,67.1075642
Mahtab Clinic,Mahtab Clinic,clinic,,,24.9088235,67.1077437
Madina Medical Store,Madina Medical Store,clinic,,,24.9085272,67.1072771
Daewoo Cargo Service,Daewoo Cargo Service,bus_station,,,24.9087926,67.1081814
Naveed Hijama Clinic,Naveed Hijama Clinic,clinic,,,24.9084147,67.1081502
Meezan Bank,Meezan Bank,bank,,,24.908485,67.1085993
United Bank Limited,یونائیٹڈ بینک لمیٹڈ,bank,,,24.9084167,67.1086923
Faisal Bank (Islamic Branch),Faisal Bank (Islamic Branch),bank,,,24.9082705,67.108878
Khushali Bank Limited,Khushali Bank Limited,bank,,,24.9081218,67.1090595
MCB Rashid Minhas Branch,MCB Rashid Minhas Branch,bank,,,24.9078499,67.1094215
California Pizza,California Pizza,fast_food,,,24.907713,67.1096005
Subway,سب وے,fast_food,,,24.9075809,67.1097422
Bank Alfalah,بینک الفلاح,bank,,,24.9074777,67.1098965
Farzand CNG Station,Farzand CNG Station,fuel,,,24.9069434,67.1105817
BAKRI Petrol Pump,BAKRI Petrol Pump,fuel,,,24.9068298,67.1106983
Purple Apple Marriage Lawn,Purple Apple Marriage Lawn,townhall,,,24.9066612,67.1109393
Glamour Mobile Market,Glamour Mobile Market,,mobile_phone,,24.9065622,67.1111177
Silkbank,Silkbank,bank,,,24.9044971,67.113066
Dawlance,Dawlance,,electronics,,24.9043741,67.1131859
TCS,TCS,post_office,,,24.9042627,67.1132672
Hobnob Bakery,Hobnob Bakery,,bakery,,24.9041448,67.1133787
United Mobile Market,United Mobile Market,,mobile_phone,,24.9035577,67.1139263
Manzoor Colony Furniture Market,Manzoor Colony Furniture Market,,furniture,,24.8541244,67.089757
Curtain Corner,Curtain Corner,,yes,,24.8544515,67.0897315
M.Riaz Interior 1,M.Riaz Interior 1,,yes,,24.8541777,67.0890281
JB INTERIORS,JB INTERIORS,,yes,,24.8542845,67.0888672
Al Mukhtar Masjid,Al Mukhtar Masjid,place_of_worship,,,24.8541935,67.0887736
Pacific Interior,Pacific Interior,,yes,,24.8542918,67.0886851
Mod Furniture,Mod Furniture,,yes,,24.8543001,67.0884973
Samar Interiors,Samar Interiors,,yes,,24.854245,67.0877711
Shah Jee Hardware & Sofa Cushion Material,Shah Jee Hardware & Sofa Cushion Material,,yes,,24.8543147,67.0879315
Tauheed Furniture,Tauheed Furniture,,yes,,24.8542464,67.0876772
Touch Wood Furniture,Touch Wood Furniture,,yes,,24.8542641,67.0873594
Shanis Interior,Shanis Interior,,yes,,24.8543356,67.0876065
Shayan e shaan,Shayan e shaan,,yes,,24.8543587,67.0874373
Masjid Ibrahim,Masjid Ibrahim,place_of_worship,,,24.8534991,67.0872867
"Waqar,s EMB","Waqar,s EMB",,yes,,24.8540899,67.086479
Bismillah Milk Corner,Bismillah Milk Corner,,yes,,24.854427,67.0864146
Waheed Hardware Store,Waheed Hardware Store,,yes,,24.8544007,67.0859595
Hussain Timber,Hussain Timber,,yes,,24.8544008,67.0858811
Faysal Bank,فیصل بینک,bank,,,24.7962578,67.0450447
Darul Ehsan,Darul Ehsan,place_of_worship,,,24.8540761,67.0854409
Al-Habib Bank Ltd,Al-Habib Bank Ltd,bank,,,24.8544092,67.0853539
Anas Pakwaan,Anas Pakwaan,restaurant,,,24.8548376,67.0849199
Bilal Mehfooz Sheermaal,Bilal Mehfooz Sheermaal,restaurant,,,24.8549819,67.0848441
BISMILLAH IDEAL General Store & Wholesaler,BISMILLAH IDEAL General Store & Wholesaler,,yes,,24.8553326,67.084509
Hira Masjid,Hira Masjid,place_of_worship,,,24.8558898,67.085533
New Quetta Marhaba Hotel,New Quetta Marhaba Hotel,restaurant,,,24.8556334,67.0856853
Quetta Marhaba Hotel,Quetta Marhaba Hotel,,,hotel,24.855256,67.0867201
Furniture Factory Karachi,Furniture Factory Karachi,,yes,,24.8555626,67.0875032
Al-Irfan,Al-Irfan,place_of_worship,,,24.8556755,67.0879336
Sajjad General Store,Sajjad General Store,,yes,,24.8557808,67.0877331
Toyota Eastern Motors,Toyota Eastern Motors,,car,,24.9077483,67.1103718
Chatterbox,Chatterbox,cafe,,,24.7909061,67.0650309
Dubai Islamic Bank,دبئی اسلامی بینک,bank,,,24.7908201,67.0649424
Zouk,Zouk,restaurant,,,24.7905326,67.0652906
Dandee,Dandee,fast_food,,,24.7970864,67.0442139
Dubai Islamic Bank,دبئی اسلامی بینک,bank,,,24.7978251,67.0451975
Bundo Khan Resturant,Bundo Khan Resturant,restaurant,,,24.7978618,67.0452078
Bilal Masjid- Tauheed Commercial,Bilal Masjid- Tauheed Commercial,place_of_worship,,,24.808533,67.0379117
Al Mehmil Banquet,Al Mehmil Banquet,community_centre,,,24.943358,67.048716
Umar bin Abdul Aziz Mosque,Umar bin Abdul Aziz Mosque,place_of_worship,,,24.8267042,67.0696088
Baithak -Boat Basin,Baithak -Boat Basin,restaurant,,,24.8265421,67.0259083
Tandoori Hut Restaurant -Boat Basin,Tandoori Hut Restaurant -Boat Basin,restaurant,,,24.8260581,67.0255502
Wali Darbar Hotel -Boat Basin,Wali Darbar Hotel -Boat Basin,cafe,,,24.8260299,67.026093
